Customer_ID,Age,Gender,Location,Annual_Income,Total_Purchases,Total_Spending,Average_Order_Value,Purchase_Frequency,Recency,Product_Category,Online_Orders
C0662,21,Female,Delhi,62501.81,9,6988.28,776.48,9,52,Electronics,3
C0663,45,Male,Chennai,29075.23,1,2430.26,2430.26,1,89,Fashion,0
C0664,47,Female,Chennai,45245.09,12,9381.91,781.83,12,76,Fashion,5
C0665,55,Male,Bengaluru,92580.29,20,17400.89,870.04,20,39,Grocery,6
C0666,42,Female,Chennai,46302.03,8,7400.45,925.06,8,48,Home,2
C0667,35,Male,Mumbai,32818.63,8,2673.66,334.21,8,86,Grocery,0
C0668,39,Male,Hyderabad,62971.49,7,8097.12,1156.73,7,74,Fashion,6
C0669,50,Male,Chennai,91979.16,20,14566.95,728.35,20,33,Electronics,7
C0670,45,Male,Bengaluru,50728.29,10,7174.33,717.43,10,57,Fashion,3
C0671,28,Female,Mumbai,38275.38,7,2632.53,376.08,7,96,Home,0
C0672,19,Female,Mumbai,52025.4,7,11107.98,1586.85,7,98,Grocery,3
C0673,48,Female,Chennai,90011.4,23,15938.55,692.98,23,13,Grocery,11
C0674,48,Female,Chennai,58869.83,12,8187.02,682.25,12,29,Electronics,4
C0675,38,Female,Bengaluru,27015.06,6,2584.01,430.67,6,117,Grocery,0
C0676,47,Male,Delhi,57361.49,7,6317.95,902.56,7,62,Electronics,1
C0677,49,Female,Hyderabad,80093.6,21,18842.06,897.24,21,1,Fashion,10
C0678,30,Female,Delhi,36712.38,11,6630.78,602.8,11,70,Electronics,1
C0679,37,Male,Hyderabad,38824.81,3,2673.67,891.22,3,104,Grocery,3
C0680,23,Non-binary,Bengaluru,69417.27,5,8345.52,1669.1,5,61,Fashion,5
C0681,48,Male,Hyderabad,83366.44,20,21248.51,1062.43,20,30,Grocery,6
C0682,51,Female,Hyderabad,51508.27,8,9314.08,1164.26,8,58,Home,1
C0683,45,Male,Bengaluru,37287.71,6,2842.63,473.77,6,105,Home,0
C0684,55,Non-binary,Chennai,64178.03,8,9848.03,1231.0,8,90,Home,5
C0685,45,Male,Bengaluru,93463.33,20,23568.1,1178.4,20,21,Fashion,8
C0686,50,Male,Delhi,51016.75,14,8277.09,591.22,14,58,Electronics,3
C0687,27,Male,Hyderabad,33620.65,5,3148.6,629.72,5,81,Grocery,0
C0688,73,Non-binary,Chennai,60332.99,12,8892.72,741.06,12,87,Electronics,6
C0689,32,Male,Mumbai,88827.83,25,18641.56,745.66,25,13,Electronics,5
C0690,41,Female,Mumbai,54611.99,9,9477.12,1053.01,9,60,Grocery,3
C0691,47,Non-binary,Chennai,37949.29,3,2469.72,823.24,3,107,Fashion,0
C0692,37,Male,Hyderabad,73530.2,7,7958.89,1136.98,7,99,Home,2
C0693,34,Female,Mumbai,81445.35,18,17967.93,998.22,18,24,Electronics,3
C0694,37,Male,Bengaluru,55052.96,13,8869.32,682.26,13,51,Fashion,4
C0695,26,Male,Chennai,39678.94,6,2789.11,464.85,6,133,Electronics,2
C0696,35,Male,Delhi,65389.23,11,8955.61,814.15,11,61,Home,1
C0697,44,Non-binary,Chennai,68922.89,21,15237.33,725.59,21,15,Home,10
C0698,52,Male,Hyderabad,45501.37,11,8204.2,745.84,11,43,Grocery,3
C0699,38,Male,Bengaluru,32278.97,6,1589.6,264.93,6,118,Grocery,0
C0700,41,Non-binary,Chennai,78602.28,6,9147.04,1524.51,6,67,Grocery,2
C0701,42,Male,Hyderabad,85577.56,21,20244.75,964.04,21,12,Fashion,6
C0702,30,Male,Chennai,50419.76,10,9554.52,955.45,10,63,Grocery,8
C0703,27,Male,Hyderabad,36219.37,2,2368.36,1184.18,2,117,Home,1
C0704,36,Male,Bengaluru,75462.86,7,4931.06,704.44,7,63,Grocery,4
C0705,37,Male,Bengaluru,88322.06,19,10928.65,575.19,19,7,Home,10
C0706,33,Female,Chennai,53288.46,10,5293.69,529.37,10,51,Grocery,5
C0707,19,Female,Delhi,36883.18,4,2565.89,641.47,4,112,Home,0
C0708,41,Male,Hyderabad,59960.6,7,10276.05,1468.01,7,90,Grocery,2
C0709,25,Female,Hyderabad,72359.77,26,18050.49,694.25,26,36,Grocery,7
C0710,27,Male,Mumbai,44199.78,9,9103.35,1011.48,9,51,Grocery,1
C0711,55,Female,Delhi,36096.57,3,1575.55,525.18,3,110,Grocery,1
C0712,18,Female,Mumbai,70430.13,7,11286.65,1612.38,7,66,Grocery,2
C0713,18,Male,Chennai,86665.83,22,14576.02,662.55,22,1,Home,6
C0714,53,Male,Hyderabad,48177.59,16,7510.64,469.42,16,45,Fashion,4
C0715,24,Female,Mumbai,38032.12,1,2786.48,2786.48,1,133,Home,0
C0716,34,Male,Chennai,55915.21,8,7704.61,963.08,8,80,Home,7
C0717,26,Female,Hyderabad,93291.78,20,18034.74,901.74,20,29,Electronics,10
C0718,41,Male,Mumbai,42251.39,12,6502.35,541.86,12,45,Electronics,4
C0719,20,Male,Mumbai,34810.84,1,3055.67,3055.67,1,93,Home,1
C0720,51,Female,Bengaluru,49240.94,7,5508.51,786.93,7,87,Grocery,3
C0721,35,Female,Delhi,59163.67,18,18183.73,1010.21,18,19,Grocery,7
C0722,33,Male,Chennai,58695.33,12,6564.17,547.01,12,55,Home,4
C0723,63,Non-binary,Bengaluru,30390.63,2,3213.37,1606.68,2,124,Grocery,1
C0724,45,Female,Chennai,56189.72,4,6699.43,1674.86,4,70,Grocery,0
C0725,45,Female,Mumbai,92746.61,19,16945.44,891.87,19,4,Fashion,11
C0726,40,Female,Delhi,51658.66,13,9716.65,747.43,13,53,Home,0
C0727,51,Male,Delhi,42025.22,8,2756.71,344.59,8,111,Fashion,2
C0728,30,Male,Delhi,47732.13,6,10814.49,1802.41,6,99,Home,1
C0729,41,Male,Mumbai,102221.89,21,18241.54,868.64,21,7,Home,8
C0730,31,Male,Mumbai,53367.2,13,7714.0,593.38,13,57,Fashion,4
C0731,45,Male,Mumbai,37044.57,3,2524.21,841.4,3,106,Home,0
C0732,30,Female,Chennai,75402.37,8,10190.69,1273.84,8,78,Fashion,0
C0733,43,Male,Delhi,76770.91,21,13740.91,654.33,21,31,Grocery,9
C0734,22,Non-binary,Bengaluru,42650.55,13,7982.37,614.03,13,65,Fashion,4
C0735,39,Male,Hyderabad,32913.45,3,2591.73,863.91,3,97,Grocery,1
C0736,53,Female,Mumbai,53634.19,9,9271.35,1030.15,9,77,Grocery,4
C0737,44,Male,Bengaluru,95473.85,20,18488.01,924.4,20,9,Fashion,7
C0738,31,Female,Delhi,52548.97,12,8548.38,712.36,12,58,Electronics,0
C0739,23,Male,Mumbai,35262.11,5,2582.18,516.44,5,119,Fashion,0
C0740,62,Female,Delhi,70839.18,8,10359.16,1294.9,8,75,Home,4
C0741,40,Non-binary,Delhi,97004.94,21,19604.64,933.55,21,11,Electronics,7
C0742,65,Male,Bengaluru,37505.16,12,6804.88,567.07,12,73,Fashion,5
C0743,37,Male,Mumbai,26723.07,9,2273.12,252.57,9,107,Fashion,0
C0744,43,Female,Hyderabad,39012.26,5,6615.71,1323.14,5,93,Electronics,3
C0745,33,Female,Chennai,87957.58,22,17980.59,817.3,22,7,Electronics,9
C0746,18,Male,Hyderabad,40770.17,7,8650.78,1235.83,7,35,Home,5
C0747,34,Female,Mumbai,31370.37,2,2115.45,1057.72,2,94,Grocery,1
C0748,50,Male,Hyderabad,65053.78,7,10004.91,1429.27,7,89,Electronics,7
C0749,39,Female,Mumbai,65997.11,20,18274.57,913.73,20,30,Electronics,7
C0750,27,Female,Bengaluru,50266.22,12,7431.51,619.29,12,59,Electronics,3
C0751,55,Male,Bengaluru,30166.9,6,2881.75,480.29,6,108,Fashion,2
C0752,36,Female,Bengaluru,66013.78,7,12277.61,1753.94,7,87,Electronics,1
C0753,36,Male,Mumbai,100334.03,18,17871.89,992.88,18,49,Grocery,8
C0754,46,Male,Chennai,54410.95,8,9693.34,1211.67,8,60,Grocery,2
C0755,31,Female,Delhi,38733.2,8,2511.18,313.9,8,93,Electronics,3
C0756,32,Male,Mumbai,74484.24,5,7642.98,1528.6,5,58,Home,2
C0757,19,Male,Chennai,111480.11,21,13622.27,648.68,21,19,Home,5
C0758,35,Female,Bengaluru,58103.98,12,10037.98,836.5,12,54,Fashion,3
C0759,18,Female,Delhi,37320.82,6,2412.35,402.06,6,107,Grocery,1
C0760,61,Male,Bengaluru,61678.1,9,7098.02,788.67,9,78,Grocery,6
C0761,45,Male,Hyderabad,85190.05,20,19155.41,957.77,20,29,Fashion,6
C0762,28,Female,Delhi,59089.68,11,7238.9,658.08,11,61,Electronics,4
C0763,37,Female,Mumbai,32230.71,6,2353.31,392.22,6,106,Fashion,0
C0764,49,Female,Bengaluru,66512.59,7,7598.05,1085.44,7,96,Electronics,5
C0765,51,Female,Bengaluru,79978.98,20,24341.8,1217.09,20,8,Grocery,9
C0766,40,Male,Hyderabad,33415.94,11,8070.92,733.72,11,66,Electronics,1
C0767,37,Female,Delhi,36179.22,5,3263.85,652.77,5,115,Fashion,2
C0768,34,Female,Delhi,55958.32,3,9341.36,3113.79,3,87,Home,3
C0769,41,Male,Delhi,82646.71,22,21316.76,968.94,22,52,Electronics,7
C0770,31,Female,Delhi,33484.88,11,9048.19,822.56,11,56,Home,2
C0771,50,Non-binary,Mumbai,29798.67,5,1890.6,378.12,5,122,Grocery,0
C0772,50,Male,Bengaluru,67415.84,10,8347.77,834.78,10,70,Fashion,0
C0773,33,Female,Mumbai,80802.58,22,19838.85,901.77,22,29,Grocery,7
C0774,43,Female,Mumbai,42599.69,12,5767.68,480.64,12,63,Electronics,0
C0775,46,Female,Hyderabad,35056.4,2,2670.61,1335.3,2,95,Home,0
C0776,50,Female,Chennai,68400.48,12,9784.22,815.35,12,91,Electronics,3
C0777,41,Female,Hyderabad,80339.13,25,21253.31,850.13,25,36,Home,10
C0778,46,Male,Chennai,34284.16,10,5864.37,586.44,10,58,Fashion,1
C0779,30,Male,Mumbai,38204.42,8,2433.43,304.18,8,117,Electronics,1
C0780,34,Male,Bengaluru,66307.01,4,9604.44,2401.11,4,71,Home,2
C0781,24,Male,Delhi,110340.94,22,22653.01,1029.68,22,17,Fashion,9
C0782,39,Female,Hyderabad,56757.88,12,8583.07,715.26,12,41,Fashion,0
C0783,28,Male,Chennai,29368.91,5,1958.62,391.72,5,108,Fashion,2
C0784,56,Female,Mumbai,80054.41,5,11302.04,2260.41,5,71,Home,3
C0785,41,Female,Delhi,64755.78,21,19873.33,946.35,21,31,Fashion,5
C0786,52,Female,Mumbai,52337.51,10,9966.94,996.69,10,72,Home,6
C0787,18,Female,Hyderabad,31942.4,6,2468.34,411.39,6,96,Electronics,3
C0788,43,Male,Hyderabad,41626.87,7,10681.36,1525.91,7,76,Electronics,4
C0789,32,Female,Bengaluru,86135.2,25,20294.3,811.77,25,49,Grocery,5
C0790,29,Female,Bengaluru,56181.89,13,7487.0,575.92,13,44,Grocery,6
C0791,25,Female,Bengaluru,37234.35,3,2895.97,965.32,3,104,Grocery,1
C0792,22,Male,Chennai,64538.83,5,8670.93,1734.19,5,95,Fashion,2
C0793,29,Female,Mumbai,65120.82,25,23661.65,946.47,25,8,Grocery,6
C0794,31,Female,Delhi,57634.57,14,7289.37,520.67,14,51,Electronics,2
C0795,48,Male,Delhi,28452.79,5,2607.79,521.56,5,65,Home,0
C0796,46,Male,Delhi,76010.99,7,8108.9,1158.41,7,91,Fashion,5
C0797,34,Male,Chennai,89455.25,19,15170.06,798.42,19,16,Home,8
C0798,40,Male,Hyderabad,47793.56,9,4687.61,520.85,9,68,Electronics,6
C0799,27,Non-binary,Chennai,30681.42,4,2222.42,555.6,4,110,Home,0
C0800,43,Female,Delhi,86648.4,6,12784.29,2130.71,6,74,Home,5
C0801,33,Female,Chennai,91150.66,24,18261.94,760.91,24,4,Fashion,8
C0802,18,Male,Bengaluru,60395.03,12,8601.2,716.77,12,44,Home,2
C0803,41,Female,Chennai,30561.27,2,3027.85,1513.92,2,95,Home,0
C0804,51,Female,Bengaluru,65557.57,6,8058.42,1343.07,6,99,Fashion,2
C0805,29,Male,Chennai,57797.25,25,20567.93,822.72,25,29,Home,5
C0806,29,Female,Mumbai,56278.48,11,7935.65,721.42,11,27,Electronics,4
C0807,18,Male,Chennai,26429.4,3,2385.86,795.29,3,110,Grocery,3
C0808,25,Female,Mumbai,58193.37,10,9583.9,958.39,10,72,Fashion,3
C0809,44,Male,Delhi,77411.57,20,19533.14,976.66,20,1,Fashion,8
C0810,47,Female,Chennai,63519.36,12,5845.42,487.12,12,50,Fashion,1
C0811,46,Male,Mumbai,36233.4,4,2700.64,675.16,4,120,Home,0
C0812,47,Female,Chennai,71920.51,6,9497.3,1582.88,6,87,Electronics,4
C0813,61,Female,Bengaluru,94543.36,20,15091.8,754.59,20,28,Grocery,6
C0814,45,Female,Delhi,61117.52,12,9735.7,811.31,12,55,Electronics,10
C0815,31,Male,Bengaluru,38736.45,3,2982.14,994.05,3,114,Electronics,0
C0816,20,Female,Chennai,56987.58,4,7747.71,1936.93,4,68,Fashion,4
C0817,40,Female,Mumbai,79654.1,18,13783.39,765.74,18,20,Grocery,6
C0818,25,Female,Chennai,43929.73,13,6600.85,507.76,13,53,Fashion,0
C0819,38,Female,Chennai,33454.83,3,2158.45,719.48,3,127,Fashion,0
C0820,25,Non-binary,Mumbai,54891.36,9,8891.72,987.97,9,73,Home,2
C0821,36,Female,Delhi,82343.68,22,18784.38,853.84,22,24,Fashion,11
C0822,33,Male,Delhi,38935.26,14,8532.84,609.49,14,51,Fashion,0
C0823,45,Male,Mumbai,46482.05,6,2720.92,453.49,6,118,Fashion,1
C0824,50,Male,Hyderabad,52767.65,4,12913.27,3228.32,4,85,Home,3
C0825,18,Male,Chennai,73148.7,20,21381.91,1069.1,20,32,Home,4
C0826,51,Non-binary,Chennai,55105.86,11,4627.77,420.71,11,68,Grocery,2
C0827,45,Male,Hyderabad,35420.7,3,2919.44,973.15,3,131,Fashion,0
C0828,37,Non-binary,Mumbai,81199.56,8,9204.6,1150.58,8,77,Electronics,1
C0829,23,Female,Delhi,74555.23,22,10088.99,458.59,22,16,Electronics,10
C0830,39,Female,Mumbai,38150.94,11,9028.98,820.82,11,47,Fashion,4
C0831,40,Male,Mumbai,34723.19,4,2463.08,615.77,4,105,Electronics,0
C0832,37,Female,Bengaluru,69020.46,11,9758.28,887.12,11,105,Home,0
C0833,34,Male,Delhi,89160.7,23,17660.5,767.85,23,29,Home,13
C0834,53,Female,Hyderabad,50006.54,11,8366.5,760.59,11,60,Grocery,1
C0835,40,Female,Bengaluru,33109.67,3,2078.67,692.89,3,132,Electronics,1
C0836,33,Male,Mumbai,68398.42,6,9181.36,1530.23,6,94,Fashion,4
C0837,18,Male,Delhi,70196.43,22,16938.36,769.93,22,5,Home,9
C0838,27,Male,Bengaluru,55497.53,13,6939.33,533.79,13,54,Fashion,4
C0839,27,Male,Hyderabad,30823.07,5,2307.29,461.46,5,125,Electronics,0
C0840,54,Male,Hyderabad,75699.59,5,8568.1,1713.62,5,75,Grocery,0
C0841,58,Male,Delhi,81996.03,24,15673.62,653.07,24,11,Fashion,4
C0842,61,Male,Bengaluru,56482.17,12,9430.99,785.92,12,73,Home,3
C0843,49,Female,Hyderabad,40760.52,1,2455.94,2455.94,1,122,Grocery,0
C0844,29,Female,Bengaluru,51019.11,7,10826.67,1546.67,7,72,Home,2
C0845,43,Female,Chennai,69999.63,21,15644.66,744.98,21,1,Home,10
C0846,35,Male,Delhi,44475.12,9,6006.67,667.41,9,7,Fashion,4
C0847,40,Male,Chennai,36641.05,5,1969.6,393.92,5,103,Grocery,4
C0848,47,Male,Bengaluru,74671.54,5,10598.49,2119.7,5,52,Fashion,5
C0849,40,Male,Bengaluru,74463.05,23,19959.38,867.8,23,23,Home,7
C0850,49,Female,Delhi,50847.28,12,7623.51,635.29,12,57,Electronics,3
C0851,18,Male,Bengaluru,34672.13,3,2644.99,881.66,3,115,Grocery,0
C0852,40,Male,Bengaluru,80265.09,6,6582.23,1097.04,6,57,Home,6
C0853,19,Male,Mumbai,83437.72,19,19199.65,1010.51,19,23,Fashion,9
C0854,41,Female,Bengaluru,51517.89,12,9396.78,783.07,12,65,Electronics,0
C0855,32,Female,Delhi,40020.69,4,3000.63,750.16,4,109,Home,0
C0856,43,Female,Mumbai,60997.83,9,9901.43,1100.16,9,74,Grocery,1
C0857,26,Female,Chennai,91134.9,21,10231.92,487.23,21,16,Electronics,9
C0858,50,Female,Delhi,59081.16,10,8097.37,809.74,10,70,Electronics,4
C0859,25,Female,Delhi,34629.41,2,3516.34,1758.17,2,112,Home,0
C0860,39,Female,Chennai,69288.23,8,10359.6,1294.95,8,82,Electronics,3
C0861,66,Male,Hyderabad,81302.57,23,13108.99,569.96,23,23,Home,7
C0862,37,Male,Bengaluru,51518.17,10,7979.13,797.91,10,51,Home,0
C0863,35,Male,Mumbai,29527.74,6,3572.46,595.41,6,97,Grocery,0
C0864,48,Male,Chennai,76758.97,8,11276.34,1409.54,8,73,Home,4
C0865,44,Female,Bengaluru,98239.68,24,15530.13,647.09,24,17,Electronics,7
C0866,19,Male,Hyderabad,58431.12,9,6371.47,707.94,9,55,Home,1
C0867,42,Male,Delhi,42650.67,6,1885.58,314.26,6,104,Grocery,1
C0868,31,Female,Chennai,83354.61,5,9448.46,1889.69,5,92,Fashion,0
C0869,42,Female,Bengaluru,58291.76,21,25042.06,1192.48,21,19,Fashion,9
C0870,49,Female,Bengaluru,43219.79,9,6492.23,721.36,9,70,Home,0
C0871,47,Male,Chennai,34133.01,5,2041.65,408.33,5,102,Fashion,0
C0872,46,Male,Hyderabad,78368.87,8,9187.08,1148.38,8,71,Home,3
C0873,21,Female,Chennai,76943.04,24,17827.51,742.81,24,12,Home,7
C0874,31,Female,Bengaluru,49482.02,10,8282.15,828.21,10,51,Electronics,0
C0875,43,Female,Hyderabad,29622.5,1,1944.89,1944.89,1,110,Home,1
C0876,38,Male,Chennai,88982.26,9,13826.16,1536.24,9,73,Home,3
C0877,38,Male,Chennai,109519.8,24,22840.94,951.71,24,15,Fashion,7
C0878,32,Male,Chennai,48352.23,12,7545.93,628.83,12,44,Grocery,6
C0879,25,Male,Chennai,27014.68,2,2381.03,1190.51,2,106,Grocery,0
C0880,46,Non-binary,Hyderabad,57464.75,9,9908.08,1100.9,9,81,Home,5
C0881,40,Female,Chennai,90107.29,22,13963.18,634.69,22,27,Electronics,7
C0882,18,Male,Mumbai,61615.01,12,5373.56,447.8,12,68,Electronics,7
C0883,29,Female,Chennai,24515.6,6,2785.85,464.31,6,106,Electronics,1
C0884,48,Non-binary,Mumbai,56335.89,8,11105.39,1388.17,8,59,Fashion,4
C0885,45,Male,Delhi,93147.35,19,14053.64,739.67,19,27,Grocery,7
C0886,59,Male,Mumbai,44969.74,11,8279.55,752.69,11,44,Fashion,2
C0887,42,Male,Bengaluru,40042.7,5,2096.56,419.31,5,104,Grocery,0
C0888,24,Female,Delhi,72691.12,9,7720.89,857.88,9,65,Home,0
C0889,46,Female,Bengaluru,58389.03,23,17726.52,770.72,23,19,Fashion,6
C0890,35,Male,Bengaluru,48380.98,12,7157.89,596.49,12,46,Home,4
C0891,20,Non-binary,Bengaluru,35655.21,5,2175.69,435.14,5,110,Home,0
C0892,22,Male,Bengaluru,61897.16,12,10295.74,857.98,12,97,Electronics,2
C0893,46,Male,Chennai,97095.98,21,13968.86,665.18,21,30,Electronics,6
C0894,56,Male,Hyderabad,36854.03,15,7177.79,478.52,15,37,Fashion,4
C0895,48,Female,Mumbai,32223.68,3,2280.95,760.32,3,114,Home,0
C0896,48,Male,Mumbai,75932.89,6,10030.75,1671.79,6,93,Fashion,3
C0897,31,Female,Mumbai,65539.38,18,17693.59,982.98,18,21,Home,5
C0898,23,Male,Chennai,41897.4,11,6389.33,580.85,11,53,Electronics,2
C0899,47,Male,Mumbai,36929.76,3,3463.75,1154.58,3,102,Home,1
C0900,18,Male,Bengaluru,66178.31,8,5775.08,721.88,8,52,Home,2
